"","NSC","NAME","FDA_STATUS","MOA","PUBCHEM_ID","SMILES","TOTAL_EXPS","TOTAL_EXPS_AFTER_QC"
"733411",733411,"3-[2-[5-(p-metoksifenil)-1,3,4-oksadiazol-2-il]imino-4-t...","","",135414497,"COc1ccc(cc1)c2oc(\N=C/3\NC(=O)\C(=C/4\C(=O)Nc5ccc(OC(F)(F)F)cc45)\S3)nn2",1,1
"733436",733436,"5-(4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)-1H-imidazole","","",11290749,"COc1ccc(cc1)c2cncn2c3cc(OC)c(OC)c(OC)c3",3,2
"733464",733464,"4-[[2-(4-Fluorophenyl)-2-oxoethyl]-[(E)-4,4,4-trifluoro-3-oxobut-1-enyl]amino]benzenesulfonamide","","",24204925,"NS(=O)(=O)c1ccc(cc1)N(CC(=O)c2ccc(F)cc2)\C=C\C(=O)C(F)(F)F",1,1
"733465",733465,"Pyridin-3-yl 2-[[2-(trifluoromethyl)pyridin-4-yl]amino]pyridine-3-carboxylate","","",11617441,"FC(F)(F)c1cc(Nc2ncccc2C(=O)Oc3cccnc3)ccn1",1,1
"733467",733467,"(2-Chlorophenyl) 2-[[2-(trifluoromethyl)pyridin-4-yl]amino]pyridine-3-carboxylate","","",11639785,"FC(F)(F)c1cc(Nc2ncccc2C(=O)Oc3ccccc3Cl)ccn1",1,1
"733472",733472,"(E)-4-(4-Chloro-N-[2-(4-fluorophenyl)-2-oxoethyl]anilino)-1,1,1-trifluorobut-3-en-2-one","","",24204927,"Fc1ccc(cc1)C(=O)CN(\C=C\C(=O)C(F)(F)F)c2ccc(Cl)cc2",1,1
"733476",733476,"(E)-4-(4-Chloro-N-[2-(4-chlorophenyl)-2-oxoethyl]anilino)-1,1,1-trifluorobut-3-en-2-one","","",24204931,"FC(F)(F)C(=O)\C=C\N(CC(=O)c1ccc(Cl)cc1)c2ccc(Cl)cc2",1,1
"733480",733480,"(E)-1,1,1-Trifluoro-4-(N-[2-(4-fluorophenyl)-2-oxoethyl]anilino)but-3-en-2-one","","",24204935,"Fc1ccc(cc1)C(=O)CN(\C=C\C(=O)C(F)(F)F)c2ccccc2",1,1
"733501",733501,"6-(3-Aminopropyl)-5,6-dihydro-2,3-dimethoxy-5,11-dioxo-1...","","",17755622,"COc1cc2C(=O)N(CCCN)C3=C(C(=O)c4ccccc34)c2cc1OC",2,2
"733502",733502,"cis-6-(3-Bromopropyl)-12,13-dihydro-8,9,10-trimethoxy-3-...","","",16098814,"COc1cc2[C@@H]3[C@H](C(=O)c2c(OC)c1OC)c4ccc(cc4C(=O)N3CCCBr)[N+](=O)[O-]",1,1
"733503",733503,"cis-6-(3-Bromopropyl)-12,13-dihydro-8,9-dimethoxy-3-nitr...","","",16098831,"COc1cc2[C@@H]3[C@H](C(=O)c2cc1OC)c4ccc(cc4C(=O)N3CCCBr)[N+](=O)[O-]",2,2
"733504",733504,"Everolimus","FDA approved","PK:STK,MTOR",NA,"CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OCCO",2,2
"733608",733608,"Microcystin LR","","",445434,"CO[C@@H](Cc1ccccc1)[C@@H](C)\C=C(/C)\C=C\[C@@H]2NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]2C)C(=O)O)C(=O)O",1,1
"733624",733624,"Frondoside A","","",54611458,"COC1C(O)C(CO)OC(OC2C(O)COC(OC3C(C)OC(OC4C(O)C(COC4O[C@H]5CC[C@]6(C)[C@@H]7CCC89[C@H]([C@H](C[C@@]8(C)C7=CCC6C5(C)C)OC(=O)C)[C@](C)(CCCC(C)C)OC9=O)OS(=O)(=O)O)C(OC%10OCC(O)C(O)C%10O)C3O)C2O)C1O",2,1
"733625",733625,"Carbamic acid, [3-[4-[bis(2-chloroethyl)amino]phenyl]pro...","","",11274076,"C[C@]12C[C@H](CCCCCCNCCOC(=O)NCCCc3ccc(cc3)N(CCCl)CCCl)C4=C5CCC(=O)C=C5CCC4C1CC[C@@H]2O",2,2
"733632",733632,"(4S,6R,7S,9E)-6,16-Dihydroxy-4-[(6-methoxypyridin-3-yl)methyl]-7-methyl-3-oxabicyclo[10.4.0]hexadeca-1(12),9,13,15-tetraen-2-one","","",24204949,"COc1ccc(C[C@H]2C[C@@H](O)[C@@H](C)C\C=C\Cc3cccc(O)c3C(=O)O2)cn1",1,1
"733653",733653,"6-(3-Azidopropyl)-5,6-dihydro-8,9-dimethoxy-3-nitro-5,11...","","",16098806,"COc1cc2C(=O)C3=C(N(CCCN=[N+]=[N-])C(=O)c4cc(ccc34)[N+](=O)[O-])c2cc1OC",1,1
"733654",733654,"6-(3-Chloropropyl)-5,6-dihydro-9-methoxy-3-nitro-5,11-di...","","",16098804,"COc1ccc2C3=C(C(=O)c2c1)c4ccc(cc4C(=O)N3CCCCl)[N+](=O)[O-]",2,2
"733670",733670,"(hydroxymethoxy)N-methylpyrrolopyrrolizinones","","",16061747,"COc1ccc(cc1O)c2cn(C)c3C(=O)c4cccn4c23",1,1
"733691",733691,"2-[(Z)-6-(2-Fluorophenyl)hex-3-en-1,5-diynyl]aniline","","",24204954,"Nc1ccccc1C#C\C=C/C#Cc2ccccc2F",1,1
"733692",733692,"2-[(Z)-6-(2,4-Difluorophenyl)hex-3-en-1,5-diynyl]aniline","","",24204955,"Nc1ccccc1C#C\C=C/C#Cc2ccc(F)cc2F",1,1
"733693",733693,"2-[(Z)-6-(2,4-Dichlorophenyl)hex-3-en-1,5-diynyl]aniline","","",24204956,"Nc1ccccc1C#C\C=C/C#Cc2ccc(Cl)cc2Cl",1,1
"733717",733717,"5-Methylamino-2,2-diphenyl-6H-[1,3]dithiine-4-carboxylic...","","",15161940,"CNC1=C(SC(SC1)(c2ccccc2)c3ccccc3)C(=O)OC",1,1
"733752",733752,"[(5R,9E,14S,15R,15Ar)-5-hydroxy-10,14-dimethyl-3,6-dimethylidene-2-oxo-4,5,7,8,11,12,13,14,15,15a-decahydro-3aH-cyclotetradeca[b]furan-15-yl] acetate","","",24204960,"C[C@H]1CCC\C(=C\CCC(=C)[C@H](O)CC2[C@@H](OC(=O)C2=C)[C@@H]1OC(=O)C)\C",1,1
"733753",733753,"[(5R,6E,9E,14S,15R,15Ar)-5-hydroxy-6,10,14-trimethyl-3-methylidene-2-oxo-3a,4,5,8,11,12,13,14,15,15a-decahydrocyclotetradeca[b]furan-15-yl] acetate","","",24204961,"C[C@H]1CCC\C(=C\C\C=C(/C)\[C@H](O)CC2[C@@H](OC(=O)C2=C)[C@@H]1OC(=O)C)\C",1,1
"733755",733755,"Methyl 2-[(1S,4E,9S,10S,12S,14R)-10,14-dihydroxy-1,5,9-trimethyl-15-oxabicyclo[9.3.1]pentadec-4-en-12-yl]prop-2-enoate","","",24204963,"COC(=O)C(=C)[C@@H]1C[C@@H](O)[C@]2(C)CC\C=C(/C)\CCC[C@H](C)[C@H](O)C1O2",1,1
"733756",733756,"[(3R,5R,8E,13S,14R,15R)-5,9,13-Trimethyl-17-oxospiro[4,16-dioxatricyclo[13.3.0.03,5]octadec-8-ene-18,1'-cyclopropane]-14-yl] acetate","","",24204964,"C[C@H]1CCC\C(=C\CC[C@@]2(C)O[C@@H]2CC3[C@@H](OC(=O)C34CC4)[C@@H]1OC(=O)C)\C",1,1
"733758",733758,"(1S,2E,10E,14R)-3-(Hydroxymethyl)-11-methyl-7-methylidene-14-prop-1-en-2-ylcyclotetradeca-2,10-diene-1,6-diol","","",24204966,"CC(=C)[C@H]1CC\C(=C\CCC(=C)C(O)CC\C(=C/[C@@H]1O)\CO)\C",1,1
"733759",733759,"(4E,6S,7R,10E)-6-Hydroxy-4-(hydroxymethyl)-10,14-dimethyl-7-prop-1-en-2-ylcyclotetradeca-4,10-dien-1-one","","",24204967,"CC1CC\C=C(/C)\CC[C@@H]([C@@H](O)\C=C(\CO)/CCC1=O)C(=C)C",1,1
"733760",733760,"[4-Acetyloxy-6-[[(4S,6S,6aR,9S)-1-hydroxy-3,6,9-trimethyl-4-(2-methylprop-1-enyl)-5,6,6a,7,8,9-hexahydro-4H-phenalen-2-yl]oxy]-5-hydroxyoxan-3-yl] acetate","","",24204968,"C[C@H]1C[C@@H](C=C(C)C)c2c(C)c(OC3OCC(OC(=O)C)C(OC(=O)C)C3O)c(O)c4[C@@H](C)CC[C@H]1c24",1,1
"733795",733795,"3-O-Methyl-16-formyl-17-(2'-furyl)estra-1,3,5(10),16-tet...","","",24204972,"COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC(=C4c5occc5)C=O)[C@@H]3CCc2c1",1,1
"733880",733880,"6-(3-Bromopropyl)-5,6-dihydro-7,8-dimethoxy-3-nitro-5,11...","","",16098823,"COc1ccc2C(=O)C3=C(N(CCCBr)C(=O)c4cc(ccc34)[N+](=O)[O-])c2c1OC",1,1
"733881",733881,"6-(3-Bromopropyl)-5,6-dihydro-7,8,9-trimethoxy-3-nitro-5...","","",16098822,"COc1cc2C(=O)C3=C(N(CCCBr)C(=O)c4cc(ccc34)[N+](=O)[O-])c2c(OC)c1OC",1,1
"733882",733882,"6-(3-Azidopropyl)-5,6-dihydro-9-methoxy-3-nitro-5,11-dio...","","",16098807,"COc1ccc2C3=C(C(=O)c2c1)c4ccc(cc4C(=O)N3CCCN=[N+]=[N-])[N+](=O)[O-]",2,2
"733883",733883,"6-(3-Chloropropyl)-5,6-dihydro-7-methoxy-3-nitro-5,11-di...","","",16098805,"COc1cccc2C(=O)C3=C(N(CCCCl)C(=O)c4cc(ccc34)[N+](=O)[O-])c12",1,1
"733884",733884,"6-(3-Aminopropropyl)-5,6-dihydro-9-methoxy-3-nitro-5,11-...","","",16098829,"COc1ccc2C3=C(C(=O)c2c1)c4ccc(cc4C(=O)N3CCCN)[N+](=O)[O-]",2,2
"733885",733885,"Arylpurine derivatives","","",24204973,"ClCc1cccc(Cn2cnc3c(Cl)ncnc23)c1",1,1
"733886",733886,"Arylpurine derivatives","","",24204974,"ClCc1cccc(Cn2cnc3ncnc(Cl)c23)c1",1,1
"733888",733888,"Arylpurine derivatives","","",24204975,"ClCc1ccccc1Cn2cnc3c(Cl)ncnc23",1,1
"733891",733891,"arypurine derivatives","","",16220246,"ClCc1ccccc1Cn2cnc3c(Cl)nc(Cl)nc23",2,2
"733892",733892,"arylpurine derivatives","","",24204977,"ClCc1ccccc1Cn2cnc3nc(Cl)nc(Cl)c23",2,2
"733893",733893,"Bis-arylpurine derivatives","","",16126516,"Clc1nc(Cl)c2ncn(Cc3ccccc3Cn4cnc5c(Cl)nc(Cl)nc45)c2n1",2,2
"733901",733901,"(3-Methoxyphenyl) 2-(5-chloro-2-methylanilino)-6-(trifluoromethyl)pyridine-3-carboxylate","","",24204985,"COc1cccc(OC(=O)c2ccc(nc2Nc3cc(Cl)ccc3C)C(F)(F)F)c1",1,1
"733906",733906,"(4-Chlorophenyl) 2-(5-chloro-2-methylanilino)-6-(trifluoromethyl)pyridine-3-carboxylate","","",24204990,"Cc1ccc(Cl)cc1Nc2nc(ccc2C(=O)Oc3ccc(Cl)cc3)C(F)(F)F",1,1
"733909",733909,"(2-Chlorophenyl) 2-[3-(trifluoromethyl)anilino]benzoate","","",11538385,"FC(F)(F)c1cccc(Nc2ccccc2C(=O)Oc3ccccc3Cl)c1",1,1
"733975",733975,"(1S,9E,13R,14R)-4,9,13-Trimethyl-17-methylidene-5,15-dioxatricyclo[12.3.1.04,6]octadec-9-en-13-ol","","",24205017,"C\C\1=C/CC[C@@](C)(O)[C@H]2C[C@H](CCC3(C)OC3CC1)C(=C)CO2",2,2
"733981",733981,"gamma-glutamyl-alpha-amino-beta-[[2-ethyl(5-fluoro-2'deo...","","",24205019,"CN(CCCCCl)P(=O)(OCCS(=O)(=O)CC(NC(=O)CCC(N)C(=O)O)C(=O)NC(C(=O)O)c1ccccc1)OCC2OC(CC2O)N3C=C(F)C(=O)NC3=O",2,2
"734002",734002,"N-(2-Benzylsulfanylethyl)-N',N'-bis[2-(2-benzylsulfanylethylamino)ethyl]ethane-1,2-diamine;hydrochloride","","",24205027,"C(CSCc1ccccc1)NCCN(CCNCCSCc2ccccc2)CCNCCSCc3ccccc3",1,1
"734036",734036,"6-Chloro-2-(4-chlorophenylsulfonyl)-7-cyano-1,1,-dioxo-3...","","",24205032,"Clc1ccc(cc1)S(=O)(=O)N2\C(=N\c3ccccc3)\Sc4cc(Cl)c(cc4S2(=O)=O)C#N",1,1
"734037",734037,"2-(5-Bromothien-2-ylsulfonyl)-6-chloro-7-cyano-1,1-dioxo...","","",24205033,"Clc1cc2S\C(=N/c3ccccc3)\N(S(=O)(=O)c4ccc(Br)s4)S(=O)(=O)c2cc1C#N",1,1
"734039",734039,"Ethyl 2-(5-bromothien-2-ylsulfonyl)-6-chloro-1,1-dioxo-3...","","",24205035,"CCOC(=O)c1cc2c(S\C(=N/c3ccccc3)\N(S(=O)(=O)c4ccc(Br)s4)S2(=O)=O)cc1Cl",1,1
"734046",734046,"2-[4-Chloro-5-(4-chlorophenylcarbamoyl)-2-mercaptobenzen...","","",23624974,"OC1=NS(=O)(=O)N(C(=N1)O)S(=O)(=O)c2cc(C(=O)Nc3ccc(Cl)cc3)c(Cl)cc2S",1,1
"734054",734054,"2-Benzylthio-4-chloro-5-(4-fluorophenylcarbamoyl)-N-(1,3...","","",16092411,"Fc1ccc(NC(=O)c2cc(c(SCc3ccccc3)cc2Cl)S(=O)(=O)Nc4oc5ccccc5n4)cc1",1,1
"734055",734055,"2-Benzylthio-4-chloro-5-cyano-N-(1,3-benzoxazol-2-yl)ben...","","",16092415,"Clc1cc(SCc2ccccc2)c(cc1C#N)S(=O)(=O)Nc3oc4ccccc4n3",1,1
"734057",734057,"1-Allyl-2-[4-chloro-2-(carbamoylmethylthio)-5-(phenylcar...","","",23583768,"NC(=O)CSc1cc(Cl)c(cc1S(=O)(=O)\N=C(\NCC=C)/N\N=C\c2oc(cc2)[N+](=O)[O-])C(=O)Nc3ccccc3",1,1
"734059",734059,"1-[2-Benzylthio-4-chloro-5-(4-fluorophenylcarbamoyl)benz...","","",24205038,"Oc1ccccc1NC(=N)NS(=O)(=O)c2cc(C(=O)Nc3ccc(F)cc3)c(Cl)cc2SCc4ccccc4",1,1
"734076",734076,"MP 122-123 oC STOR DRI","","",24205044,"ClCc1cccc(Cn2cnc3c(Cl)nc(Cl)nc23)c1",1,1
"734077",734077,"Arylpurine analogues","","",24205045,"ClCc1cccc(Cn2cnc3nc(Cl)nc(Cl)c23)c1",2,2
"734100",734100,"3,3'-di(5,5'-difluoroindolyl)methane","","",9882204,"Fc1ccc2[nH]cc(Cc3c[nH]c4ccc(F)cc34)c2c1",1,1
"734102",734102,"1,5-bis(4-amidinophenoxy)-3-oxapentane dihydrochloride","","",24205052,"NC(=N)c1ccc(OCCOCCOc2ccc(cc2)C(=N)N)cc1",1,1
"734129",734129,"6-(2',5'-dichloro-phenyl)-4(4'-methoxy-phenyl)-1H-pyrazo...","","",24205054,"COc1ccc(cc1)c2cc(nc3[nH]nc(N)c23)c4cc(Cl)ccc4Cl",1,1
"734132",734132,"Ethyl 1-amino-6-methyl-4-(4-methylphenyl)-2-thioxo-1, 2,...","","",24205057,"CCOC(=O)C1=C(C)N(N)C(=S)NC1c2ccc(C)cc2",1,1
"734133",734133,"6-(2',5'-dichloro-phenyl)-4(4'-flouro-phenyl) - 1H -pyra...","","",24205058,"Nc1n[nH]c2nc(cc(c3ccc(F)cc3)c12)c4cc(Cl)ccc4Cl",1,1
"734135",734135,"4-Amino-7(4'-hydroxy-phenyl)-5-(4","","",135580405,"COc1ccc(cc1)c2cc(nc3NC(=S)N=C(N)c23)c4ccc(O)cc4",1,1
"734141",734141,"6-(3-Aminopropyl)-5,6-dihydro-8,9-dimethoxy-3-nitro-5,11...","","",16098827,"COc1cc2C(=O)C3=C(N(CCCN)C(=O)c4cc(ccc34)[N+](=O)[O-])c2cc1OC",2,2
"734148",734148,"2-(4-Chloro-benzenesulfonylimino)-imidazolidine-1-carbod...","","",24205066,"Clc1ccc(cc1)S(=O)(=O)\N=C\2/NCCN2C(=S)SN3CCN4C(=S)SN=C34",1,1
"734149",734149,"2-(4-Methoxy-benzenesulfonylimino)-imidazolidine-1-carbo...","","",24205067,"COc1ccc(cc1)S(=O)(=O)\N=C\2/NCCN2C(=S)SN3CCN4C(=S)SN=C34",1,1
"734175",734175,"Experimental drug: 30 ml cytotoxic Se(O)-protein conjuga...",NA,NA,NA,"",1,1
"734177",734177,"Control 2: 30 ml of RPMI-1640 medium = 5% fetal bovine s...",NA,NA,NA,"",1,1
"734179",734179,"2-[(E)-[2-(4-Chloro-3-nitrophenyl)imidazo[1,2-a]pyridin-3-yl]methylideneamino]guanidine;hydrochloride","","",24205073,"NC(=N)N\N=C\c1c(nc2ccccn12)c3ccc(Cl)c(c3)[N+](=O)[O-]",2,2
"734184",734184,"1,3-Bis[(E)-[2-chloro-6-(2,5-dimethoxy-4-nitrophenyl)imidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride","","",135580407,"COc1cc(c(OC)cc1c2nc3sc(Cl)cn3c2\C=N\NC(=N)N\N=C\c4c(nc5sc(Cl)cn45)c6cc(OC)c(cc6OC)[N+](=O)[O-])[N+](=O)[O-]",1,1
"734185",734185,"(3E)-3-[(2-Chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-5-fluoro-1H-indol-2-one","","",16735296,"COc1cc2c(\C=C/3\C(=O)Nc4ccc(F)cc34)c(Cl)[nH]c2cc1C",2,2
"734186",734186,"(3Z)-5-Hydroxy-3-[(5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-1-methylindol-2-one","","",24205079,"COc1cc2c(\C=C\3/C(=O)N(C)c4ccc(O)cc34)c[nH]c2cc1C",1,1
"734187",734187,"(3Z)-3-[(5-Methoxy-6-methyl-1H-indol-3-yl)methylidene]-1-methylindol-2-one","","",24205080,"COc1cc2c(\C=C\3/C(=O)N(C)c4ccccc34)c[nH]c2cc1C",2,2
"734194",734194,"note for the structure: it's a N-oxide derivative","","",14952715,"COc1ccc2NC(=O)\C(=C/c3cc[n+]([O-])cc3)\c2c1",2,1
"734197",734197,"(3E)-3-[(1-Benzyl-2-chloro-5-methoxy-6-methylindol-3-yl)methylidene]-5-fluoro-1H-indol-2-one","","",16737377,"COc1cc2c(\C=C/3\C(=O)Nc4ccc(F)cc34)c(Cl)n(Cc5ccccc5)c2cc1C",1,1
"734201",734201,"(3E)-5-Chloro-3-[[2-chloro-1-[(4-chlorophenyl)methyl]-5-methoxy-6-methylindol-3-yl]methylidene]-1H-indol-2-one","","",16738493,"COc1cc2c(\C=C/3\C(=O)Nc4ccc(Cl)cc34)c(Cl)n(Cc5ccc(Cl)cc5)c2cc1C",1,1
"734207",734207,"(3E)-3-[(2-Chloro-5-methoxy-1,6-dimethylindol-3-yl)methylidene]-5-hydroxy-6-methyl-1H-indol-2-one","","",16738491,"COc1cc2c(\C=C/3\C(=O)Nc4cc(C)c(O)cc34)c(Cl)n(C)c2cc1C",2,2
"734208",734208,"(3E)-3-[(2-Chloro-5-methoxy-6-methyl-1H-indol-3-yl)methylidene]-1-ethylindol-2-one","","",24205083,"CCN1C(=O)\C(=C\c2c(Cl)[nH]c3cc(C)c(OC)cc23)\c4ccccc14",1,1
"734218",734218,"6-(2,5-Dihydroxyphenyl)imidazo[2,1-b][1,3]thiazole-5-carbaldehyde","","",11436870,"Oc1ccc(O)c(c1)c2nc3sccn3c2C=O",1,1
"734219",734219,"4-Imidazo[2,1-b][1,3]thiazol-6-yl-5-nitrobenzene-1,2-diol","","",24205086,"Oc1cc(c2cn3ccsc3n2)c(cc1O)[N+](=O)[O-]",1,1
"734220",734220,"4-Imidazo[2,1-b][1,3]thiazol-6-ylbenzene-1,2-diol","","",11368260,"Oc1ccc(cc1O)c2cn3ccsc3n2",1,1
"734231",734231,"2[4'aminobiphenyl]5,6dichlorobenzimidazole","","",24205088,"Nc1ccc(cc1)c2ccc(cc2)c3nc4cc(Cl)c(Cl)cc4[nH]3",2,2
"734235",734235,"isoindolo[1,2-a]quinoxalin-4(5H)-one","","",24205090,"O=C1Nc2ccccc2n3cc4ccccc4c13",1,1
"734236",734236,"6-methylisoindolo[1,2-a]quinoxalin-4(5H)-one","","",24205091,"Cc1cccc2c1NC(=O)c3c4ccccc4cn23",1,1
"734237",734237,"7-methoxyisoindolo[1,2-a]quinoxalin-4(5H)one","","",24205092,"COc1ccc2c(NC(=O)c3c4ccccc4cn23)c1",3,2
"734238",734238,"7,8-dichloroisoindolo[1,2-a]quinoxalin-4(5H)one","","",24205093,"Clc1cc2NC(=O)c3c4ccccc4cn3c2cc1Cl",1,1
"734257",734257,"1-Aminomethyl-2-hydroxy-5-p-tolyl-5a,11,12,12a-tetrahydr...","","",24205100,"Cc1ccc(cc1)n2c3C(=O)c4ccccc4CCc3c5c(CN)c(O)ccc25",1,1
"734278",734278,"N-(4-Chlorophenyl)-2-(3-phenylquinoxalin-2-yl)sulfanylacetamide","","",16079750,"Clc1ccc(NC(=O)CSc2nc3ccccc3nc2c4ccccc4)cc1",1,1
"734280",734280,"N-(4-Chlorophenyl)-2-(3-phenylquinoxalin-2-yl)sulfinylacetamide","","",24205108,"Clc1ccc(NC(=O)CS(=O)c2nc3ccccc3nc2c4ccccc4)cc1",1,1
"734286",734286,"Methyl 6,11-dihydro-2,3-dimethoxy-5,11-dioxo-6-methyl-5H...","","",45027888,"COC(=O)c1ccc2C3=C(C(=O)c2c1)c4cc(OC)c(OC)cc4C(=O)N3C",1,1
"734287",734287,"6-(3-Aminopropyl)-5,6-dihydro-7,8,9-trimethoxy-3-nitro-5...","","",16098808,"COc1cc2C(=O)C3=C(N(CCCN)C(=O)c4cc(ccc34)[N+](=O)[O-])c2c(OC)c1OC",1,1
"734288",734288,"6-(3-Azidopropyl)-5,6-dihydro-7,8-dimethoxy-3-nitro-5,11...","","",16098825,"COc1ccc2C(=O)C3=C(N(CCCN=[N+]=[N-])C(=O)c4cc(ccc34)[N+](=O)[O-])c2c1OC",1,1
"734289",734289,"6-(3-Azidopropyl)-9-bromo-5,6-dihydro-3-nitro-5,11-dioxo...","","",17755973,"[O-][N+](=O)c1ccc2C3=C(N(CCCN=[N+]=[N-])C(=O)c2c1)c4ccc(Br)cc4C3=O",1,1
"734294",734294,"Indenoisoquinoline derivative","","TOP1",17756600,"[O-][N+](=O)c1ccc2C3=C(N(CCCCl)C(=O)c2c1)c4ccc(Br)cc4C3=O",2,2
"734295",734295,"6-(3-Azidopropyl)-5,6-dihydro-7,8,9-trimethoxy-3-nitro-5...","","",16098824,"COc1cc2C(=O)C3=C(N(CCCN=[N+]=[N-])C(=O)c4cc(ccc34)[N+](=O)[O-])c2c(OC)c1OC",1,1
"734296",734296,"6-(3-Bromopropyl)-5,6-dihydro-8,9-dimethoxy-3-nitro-5,11...","","",16098803,"COc1cc2C(=O)C3=C(N(CCCBr)C(=O)c4cc(ccc34)[N+](=O)[O-])c2cc1OC",1,1
"734303",734303,"N-nonyl-3,4-dihydroxycinnamide","","",11551263,"CCCCCCCCCNC(=O)\C=C\c1ccc(O)c(O)c1",1,1
"734307",734307,"3,4-Dihydroxy-N(3-O-methyl-estra-1,3,5(10)-trien-ol-17b-...","","",11546817,"COc1ccc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2c1)NC(=O)\C=C\c5ccc(O)c(O)c5",1,1
"734325",734325,"DMAPT","Clinical trial","NFkB",NA,"CN(C)C[C@H]1[C@@H]2CC\C(=C\CC[C@@]3(C)O[C@@H]3[C@H]2OC1=O)\C",1,1
"734395",734395,"2-Amino-6-(benzylamino)-4-(2,4-dichlorophenyl)pyridine-3,5-dicarbonitrile","","",24205131,"Nc1nc(NCc2ccccc2)c(C#N)c(c3ccc(Cl)cc3Cl)c1C#N",2,1
"734396",734396,"2-Amino-6-(benzylamino)-4-(2-chlorophenyl)pyridine-3,5-dicarbonitrile","","",24205132,"Nc1nc(NCc2ccccc2)c(C#N)c(c3ccccc3Cl)c1C#N",1,1
"734406",734406,"2,6-Bis(benzylamino)-4-(3-hydroxyphenyl)pyridine-3,5-dicarbonitrile","","",11553772,"Oc1cccc(c1)c2c(C#N)c(NCc3ccccc3)nc(NCc4ccccc4)c2C#N",1,1
"734407",734407,"2,6-Bis(benzylamino)-4-(4-hydroxyphenyl)pyridine-3,5-dicarbonitrile","","",135453114,"Oc1ccc(cc1)c2c(C#N)c(NCc3ccccc3)nc(NCc4ccccc4)c2C#N",1,1
"734409",734409,"2,6-Bis(benzylamino)-4-(4-chlorophenyl)pyridine-3,5-dicarbonitrile","","",11503312,"Clc1ccc(cc1)c2c(C#N)c(NCc3ccccc3)nc(NCc4ccccc4)c2C#N",2,1
"734430",734430,"5-Fluoro-2'-deoxyuridyl 5-nitrofurfuryl N-(2,3-dihydroxy...","","",24205136,"OCC(O)CN(CCCCCl)P(=O)(OCC1OC(CC1O)N2C=C(F)C(=O)NC2=O)OCc3oc(cc3)[N+](=O)[O-]",2,2
"734468",734468,"nitrobenzooxepenearylmethylene (F)","","",24205148,"[O-][N+](=O)c1ccc2OCC\C(=C/c3ccc(F)cc3)\C(=O)c2c1",1,1
"734473",734473,"(E)-3-(2,4-Dichlorophenyl)-1-(4-methylsulfanylphenyl)prop-2-en-1-one","","",19824717,"CSc1ccc(cc1)C(=O)\C=C\c2ccc(Cl)cc2Cl",1,1
"734479",734479,"(5Z)-5-[(2,4-Dichlorophenyl)methylidene]-3-(furan-2-ylmethyl)-2-phenylimidazol-4-one;hydrofluoride","","",24205160,"Clc1ccc(\C=C\2/N=C(N(Cc3occc3)C2=O)c4ccccc4)c(Cl)c1",1,1
"734482",734482,"(E)-1-(2,4-Dichlorophenyl)-3-(6-methoxynaphthalen-2-yl)prop-2-en-1-one","","",24205165,"COc1ccc2cc(\C=C\C(=O)c3ccc(Cl)cc3Cl)ccc2c1",1,1
"734502",734502,"2-Benzhydrylsulfanyl-N-[(E)-(3-chlorophenyl)methylideneamino]acetamide","","",24205182,"Clc1cccc(\C=N\NC(=O)CSC(c2ccccc2)c3ccccc3)c1",1,1
"734509",734509,"2-Benzhydrylsulfanyl-N-[(E)-furan-2-ylmethylideneamino]acetamide","","",24205189,"O=C(CSC(c1ccccc1)c2ccccc2)N\N=C\c3occc3",3,1
"734529",734529,"Trans-N-{4-(3,4-dimetoxiphenyl-4-aminocarbonyl)cyclohexy...","","",24205195,"COc1ccc(NC(=O)C2CCC(CNS(=O)(=O)c3ccccc3)CC2)cc1OC",1,1
"734561",734561,"6-(3-chloropropyl)-6,11-dihydro-2,3-dimethoxy-5,11-dioxo...","","",17755317,"COc1cc2C(=O)N(CCCCl)C3=C(C(=O)c4cc(ccc34)C#N)c2cc1OC",1,1
"734562",734562,"6-(3-Aminopropyl)-9-bromo-5,6-dihydro-3-nitro-5,11-dioxo...","","",17755124,"NCCCN1C(=O)c2cc(ccc2C3=C1c4ccc(Br)cc4C3=O)[N+](=O)[O-]",2,2
"734603",734603,"1,5-bis(4-methoxyphenyl)-1H-imidazole","","",11265974,"COc1ccc(cc1)c2cncn2c3ccc(OC)cc3",1,1
