NSC,MECHANISM
759004,Other
759006,Other
759016,Other
759017,Other
759018,Other
759025,Other
759061,Other
830173,Other
830201,Other
830202,Other
759135,Other
83066,Other
830912,Other
83110,Other
831147,Other
759216,Other
831271,Other
791579,Other
776015,Other
83193,Other
83217,Other
776053,Other
759322,Other
83224,Other
75957,Other
77643,Other
759612,Other
83281,Other
791771,Other
83300,Other
83318,Other
83321,Other
83327,Other
83340,Other
83459,Other
83492,Other
759762,Other
759817,Other
759821,Other
759822,Other
83633,Other
83715,Other
83950,Other
84033,Other
84061,Other
84063,Other
759882,Other
759894,Other
776971,Other
760014,Other
760015,Other
760016,Other
760057,Other
84094,Other
760091,Other
777082,Other
84167,Other
760180,Other
760181,Other
760182,Other
84661,Other
777176,Other
777178,Other
760217,Other
760220,Other
760222,Other
760223,Other
85242,Other
76023,Other
760263,Other
85372,Other
760289,Other
760292,Other
760313,Other
760359,Other
85485,Other
760421,Other
760423,Other
85561,Other
85566,Other
79304,Other
760474,Other
760476,Other
85759,Other
793129,Other
76064,Other
85779,Other
766076,Other
768557,Other
766118,Other
793138,Other
760950,Other
760951,Other
760952,Other
760953,Other
760955,Other
760956,Other
760958,Other
760968,Other
760978,Other
760979,Other
760980,Other
761039,Other
8673,Other
8675,Other
87015,Other
761083,Other
87034,Other
761130,Other
761137,Other
761138,Other
761139,Other
761141,Other
761142,Other
761150,Other
761152,Other
761154,Other
761156,Other
761184,Other
87500,Other
793647,Other
87862,Other
87864,Other
87868,Other
87877,Other
88054,Other
778653,Other
88065,Other
761264,Other
761340,Other
88381,Other
88421,Other
88468,Other
88499,Other
761393,Other
761400,Other
761407,Other
761409,Other
88915,Other
76150,Other
88927,Other
88941,Other
761545,Other
761549,Other
794182,Other
761582,Other
761584,Other
761586,Other
761592,Other
761618,Other
761634,Other
761676,Other
89488,Other
89500,Other
89602,Other
761736,Other
76175,Other
8974,Other
8982,Other
761768,Other
761769,Other
761814,Other
761816,Other
761817,Other
761819,Other
761820,Other
761821,Other
761822,Other
900909,Other
761826,Other
761832,Other
761834,Other
761840,Other
761849,Other
90311,Other
90318,Other
9037,Other
90394,Other
761942,Other
761980,Other
761982,Other
761997,Other
90616,Other
762008,Other
762009,Other
762073,Other
762148,Other
90862,Other
762150,Other
780457,Other
91513,Other
780459,Other
9170,Other
762346,Other
762367,Other
921923,Other
92207,Other
780575,Other
762445,Other
92423,Other
762463,Other
762464,Other
762465,Other
92498,Other
762539,Other
762540,Other
92506,Other
762542,Other
92530,Other
762555,Other
762557,Other
762559,Other
762564,Other
762566,Other
762583,Other
762610,Other
762611,Other
92937,Other
762696,Other
762756,Other
762763,Other
762795,Other
762805,Other
93132,Other
780958,Other
795434,Other
762864,Other
795440,Other
762887,Other
762888,Other
762889,Other
93489,Other
762908,Other
762911,Other
762914,Other
762920,Other
762921,Other
762934,Other
762948,Other
762986,Other
762988,Other
763059,Other
763186,Other
763187,Other
763188,Other
763193,Other
763196,Other
763198,Other
763231,Other
763232,Other
763234,Other
763235,Other
763236,Other
94945,Other
763241,Other
763266,Other
763271,Other
763273,Other
763275,Other
763277,Other
796302,Other
763372,Other
763373,Other
95609,Other
763494,Other
763504,Other
781405,Other
784818,Other
9598,Other
96019,Other
763541,Other
763545,Other
76356,Other
9610,Other
800984,Other
781437,Other
763587,Other
763595,Other
763617,Other
763621,Other
763633,Other
763635,Other
763639,Other
763646,Other
763663,Other
763669,Other
763684,Other
763692,Other
97338,Other
763728,Other
763729,Other
763730,Other
763731,Other
763743,Other
97419,Other
763841,Other
763847,Other
763856,Other
763857,Other
763863,Other
76387,Other
97967,Other
98363,Other
764014,Other
764022,Other
764032,Other
781623,Other
9856,Other
797698,Other
98573,Other
98579,Other
9858,Other
98580,Other
764069,Other
764072,Other
98883,Other
98892,Other
781861,Other
76411,Other
764110,Other
98938,Other
99016,Other
99027,Other
764154,Other
764156,Other
764162,Other
764230,Other
764232,Other
99296,Other
99300,Other
764265,Other
764266,Other
764270,Other
764308,Other
764310,Other
782120,Other
764313,Other
797929,Other
797930,Other
99676,Other
791253,Other
764407,Other
764457,Other
764458,Other
782139,Other
764463,Other
797957,Other
797958,Other
764490,Other
764492,Other
764493,Other
764494,Other
78629,Other
78634,Other
782186,Other
782187,Other
764530,Other
76455,Other
764567,Other
764568,Other
782203,Other
782249,Other
782250,Other
782285,Other
782289,Other
782290,Other
782291,Other
764763,Other
78714,Other
782342,Other
764770,Other
782360,Other
798525,Other
787232,Other
764869,Other
764879,Other
764901,Other
764902,Other
764903,Other
764906,Other
782392,Other
764933,Other
764934,Other
764935,Other
782483,Other
76519,Other
76523,Other
765320,Other
765339,Other
765369,Other
782513,Other
798978,Other
765405,Other
765406,Other
765420,Other
765428,Other
765429,Other
799251,Other
782636,Other
765608,Other
765609,Other
782648,Other
765677,Other
782650,Other
782674,Other
765699,Other
782694,Other
765712,Other
765715,Other
765718,Other
765722,Other
782736,Other
765735,Other
765762,Other
765764,Other
765770,Other
765771,Other
765773,Other
782770,Other
782771,Other
765797,Other
765798,Other
765799,Other
765800,Other
765804,Other
782844,Other
765806,Other
765812,Other
765815,Other
765820,Other
782885,Other
782886,Other
765876,Other
765877,Other
765878,Other
765884,Other
765885,Other
782920,Other
799363,Other
799364,Other
765911,Other
765948,Other
782950,Other
765954,Other
765955,Other
782957,Other
766053,Other
766054,Other
766055,Other
766056,Other
766074,Other
777574,Other
777586,Other
768562,Other
783072,Other
766126,Other
766129,Other
766130,Other
783076,Other
766132,Other
766133,Other
766134,Other
766143,Other
766216,Other
766218,Other
766219,Other
766220,Other
783100,Other
766223,Other
766226,Other
766227,Other
766228,Other
766229,Other
766230,Other
766231,Other
766239,Other
766240,Other
766241,Other
766243,Other
766244,Other
766245,Other
766246,Other
766247,Other
783230,Other
766257,Other
766258,Other
766259,Other
76627,Other
771483,Other
800094,Other
766272,Other
800099,Other
766292,Other
766294,Other
766298,Other
766314,Other
766317,Other
766325,Other
766330,Other
766331,Other
766332,Other
766333,Other
766334,Other
766337,Other
783431,Other
766343,Other
766346,Other
766347,Other
794173,Other
766411,Other
766417,Other
766426,Other
766440,Other
766467,Other
766470,Other
766478,Other
766494,Other
766497,Other
766511,Other
766523,Other
766527,Other
766532,Other
766538,Other
766544,Other
766546,Other
766547,Other
766548,Other
766556,Other
766563,Other
766564,Other
766578,Other
783686,Other
766590,Other
766601,Other
783700,Other
783733,Other
766626,Other
766634,Other
766649,Other
766656,Other
766672,Other
766674,Other
766681,Other
766685,Other
766689,Other
766690,Other
766693,Other
783835,Other
766701,Other
766704,Other
766707,Other
766721,Other
766722,Other
783894,Other
766734,Other
766744,Other
766746,Other
766747,Other
766749,Other
766751,Other
783913,Other
783914,Other
766761,Other
766765,Other
766767,Other
766769,Other
766775,Other
766777,Other
766780,Other
766782,Other
766788,Other
766790,Other
766807,Other
784076,Other
766813,Other
784141,Other
784145,Other
784146,Other
766871,Other
766905,Other
784186,Other
784215,Other
800853,Other
784222,Other
766921,Other
766922,Other
766927,Other
784263,Other
766937,Other
766939,Other
766941,Other
766942,Other
766946,Other
784348,Other
766953,Other
766962,Other
766977,Other
766978,Other
784400,Other
784403,Other
784404,Other
767019,Other
784409,Other
767063,Other
767067,Other
767074,Other
767081,Other
784530,Other
784531,Other
784532,Other
784533,Other
784574,Other
767161,Other
784576,Other
767163,Other
784584,Other
800940,Other
800946,Other
784601,Other
784602,Other
784604,Other
784694,Other
784697,Other
784698,Other
800956,Other
773148,Other
784743,Other
784812,Other
784814,Other
800962,Other
800964,Other
790671,Other
800970,Other
784874,Other
784928,Other
784929,Other
800982,Other
784983,Other
781435,Other
800985,Other
800986,Other
78508,Other
800991,Other
785119,Other
785142,Other
773279,Other
785225,Other
785285,Other
785286,Other
785287,Other
785288,Other
773383,Other
785295,Other
785296,Other
785297,Other
80103,Other
791022,Other
785304,Other
785305,Other
791047,Other
785307,Other
785323,Other
774714,Other
785346,Other
785352,Other
785364,Other
785367,Other
785386,Other
785389,Other
785401,Other
785453,Other
785454,Other
785455,Other
785507,Other
801422,Other
774842,Other
785541,Other
785543,Other
801463,Other
785589,Other
785590,Other
785594,Other
801548,Other
785623,Other
785628,Other
801605,Other
785682,Other
785685,Other
801657,Other
774959,Other
801686,Other
801799,Other
801800,Other
801805,Other
801806,Other
801809,Other
801832,Other
786057,Other
786078,Other
786079,Other
786080,Other
786094,Other
786095,Other
801891,Other
825520,Other
782134,Other
786106,Other
786110,Other
786111,Other
786113,Other
802122,Other
786138,Other
786144,Other
786147,Other
786148,Other
78627,Other
775444,Other
775445,Other
802450,Other
802536,Other
802537,Other
775467,Other
802539,Other
802540,Other
77556,Other
802542,Other
787080,Other
787092,Other
787104,Other
775664,Other
787108,Other
802642,Other
775733,Other
787217,Other
787221,Other
787230,Other
787231,Other
775763,Other
787236,Other
767441,Other
767442,Other
767443,Other
787247,Other
767478,Other
767483,Other
767490,Other
767491,Other
767494,Other
767496,Other
76751,Other
767513,Other
767570,Other
767593,Other
791686,Other
787450,Other
803330,Other
803347,Other
767642,Other
767647,Other
767650,Other
767658,Other
787536,Other
787537,Other
787539,Other
767772,Other
767776,Other
767781,Other
767783,Other
767784,Other
76779,Other
767826,Other
767838,Other
803564,Other
787798,Other
787807,Other
803567,Other
787813,Other
787814,Other
787817,Other
767972,Other
767978,Other
767979,Other
767980,Other
767985,Other
787851,Other
767991,Other
768002,Other
768003,Other
768051,Other
787877,Other
803778,Other
787955,Other
787956,Other
787957,Other
76808,Other
768093,Other
768098,Other
787977,Other
768102,Other
787979,Other
768123,Other
768124,Other
768126,Other
768136,Other
768137,Other
768313,Other
768314,Other
768400,Other
768407,Other
768410,Other
768465,Other
768473,Other
768488,Other
804145,Other
788320,Other
782967,Other
782968,Other
78298,Other
768565,Other
768567,Other
768570,Other
768571,Other
768572,Other
768573,Other
768574,Other
768584,Other
768585,Other
768586,Other
768587,Other
768591,Other
768592,Other
788638,Other
768600,Other
768637,Other
768649,Other
76885,Other
76919,Other
76937,Other
76952,Other
76955,Other
76991,Other
77007,Other
77021,Other
77038,Other
77039,Other
77140,Other
77141,Other
771426,Other
771434,Other
771442,Other
771458,Other
771480,Other
778540,Other
771508,Other
771512,Other
771516,Other
788908,Other
788909,Other
771536,Other
771538,Other
788912,Other
771540,Other
771546,Other
771550,Other
771556,Other
771557,Other
771558,Other
771559,Other
771598,Other
789013,Other
805065,Other
805066,Other
783515,Other
771657,Other
771660,Other
771717,Other
789120,Other
771762,Other
789150,Other
771790,Other
771791,Other
771795,Other
771796,Other
771803,Other
771807,Other
771820,Other
771827,Other
771829,Other
771835,Other
789279,Other
789291,Other
789518,Other
789520,Other
772205,Other
772209,Other
789550,Other
789551,Other
789552,Other
772258,Other
772259,Other
789645,Other
789646,Other
789684,Other
772264,Other
772265,Other
772266,Other
772268,Other
772271,Other
772274,Other
772277,Other
772278,Other
772279,Other
772280,Other
772281,Other
772282,Other
772283,Other
772284,Other
772285,Other
772286,Other
789805,Other
789806,Other
772289,Other
789834,Other
789852,Other
772296,Other
772317,Other
772330,Other
780576,Other
772344,Other
772345,Other
789947,Other
789948,Other
772451,Other
806030,Other
772488,Other
790009,Other
772490,Other
806201,Other
772494,Other
772496,Other
772533,Other
772536,Other
806370,Other
772538,Other
772541,Other
790134,Other
772543,Other
795316,Other
772545,Other
772548,Other
772555,Other
772557,Other
790148,Other
795433,Other
790429,Other
790430,Other
772637,Other
790434,Other
772654,Other
790458,Other
790459,Other
772666,Other
772801,Other
790462,Other
772811,Other
790464,Other
772813,Other
790466,Other
772821,Other
790508,Other
772825,Other
772827,Other
772828,Other
772839,Other
772840,Other
772842,Other
772843,Other
772844,Other
772847,Other
772850,Other
781146,Other
790633,Other
790634,Other
790649,Other
790650,Other
790651,Other
773076,Other
790653,Other
773102,Other
95448,Other
773177,Other
773187,Other
773189,Other
773195,Other
790669,Other
796343,Other
796412,Other
790901,Other
790909,Other
790910,Other
781433,Other
781434,Other
800983,Other
781436,Other
797172,Other
81517,Other
81540,Other
790975,Other
790976,Other
9665,Other
773280,Other
773315,Other
790982,Other
790983,Other
781491,Other
781492,Other
773385,Other
791000,Other
791001,Other
773389,Other
781517,Other
781519,Other
791024,Other
781521,Other
774702,Other
77471,Other
797558,Other
774719,Other
774730,Other
774736,Other
781599,Other
774788,Other
774790,Other
774816,Other
774818,Other
791097,Other
791100,Other
791101,Other
774841,Other
797734,Other
774861,Other
791107,Other
791114,Other
791128,Other
781773,Other
774914,Other
774918,Other
791136,Other
774934,Other
77495,Other
774952,Other
774957,Other
774958,Other
781956,Other
774960,Other
774979,Other
774980,Other
774981,Other
774982,Other
774989,Other
774998,Other
775002,Other
775003,Other
791211,Other
775011,Other
775014,Other
791228,Other
791252,Other
777947,Other
77809,Other
99843,Other
775296,Other
782138,Other
775353,Other
791275,Other
775429,Other
775437,Other
775440,Other
775441,Other
775443,Other
782183,Other
782184,Other
79140,Other
775460,Other
775463,Other
782188,Other
775507,Other
775548,Other
782200,Other
775609,Other
775632,Other
828717,Other
791470,Other
802546,Other
791485,Other
775723,Other
782311,Other
775739,Other
775760,Other
775761,Other
775762,Other
802772,Other
791513,Other
775877,Other
775878,Other
775905,Other
775913,Other
775951,Other
775978,Other
776002,Other
782393,Other
791580,Other
791616,Other
791638,Other
791639,Other
83219,Other
776415,Other
782490,Other
791687,Other
791692,Other
776452,Other
782533,Other
791772,Other
776456,Other
776469,Other
776480,Other
776678,Other
776733,Other
776744,Other
776751,Other
791856,Other
791858,Other
791860,Other
791871,Other
776800,Other
776817,Other
776825,Other
776877,Other
776878,Other
776879,Other
79250,Other
792733,Other
792769,Other
776999,Other
777000,Other
777001,Other
777002,Other
777081,Other
84096,Other
777084,Other
777085,Other
792797,Other
777096,Other
792810,Other
792813,Other
85068,Other
777179,Other
777180,Other
777183,Other
777185,Other
777187,Other
792898,Other
85262,Other
777195,Other
792957,Other
777312,Other
777323,Other
777334,Other
85459,Other
792974,Other
777407,Other
777408,Other
782951,Other
782954,Other
793099,Other
777486,Other
793122,Other
782961,Other
793130,Other
804146,Other
793131,Other
788324,Other
799702,Other
799728,Other
793139,Other
793140,Other
777886,Other
777944,Other
777946,Other
780927,Other
790135,Other
77810,Other
778252,Other
77830,Other
86467,Other
86714,Other
778314,Other
778317,Other
778318,Other
778351,Other
800055,Other
8704,Other
793453,Other
793457,Other
778406,Other
778407,Other
778410,Other
778436,Other
778437,Other
778438,Other
778439,Other
793641,Other
778441,Other
783233,Other
783239,Other
778538,Other
800091,Other
778566,Other
793695,Other
793707,Other
778665,Other
783297,Other
793836,Other
778770,Other
778776,Other
794093,Other
794094,Other
794095,Other
778871,Other
783356,Other
779185,Other
794114,Other
794118,Other
779306,Other
779374,Other
779401,Other
794172,Other
89,Other
794184,Other
794196,Other
89167,Other
779705,Other
779706,Other
779708,Other
89239,Other
794225,Other
794226,Other
780022,Other
794233,Other
780035,Other
89736,Other
7801,Other
794456,Other
78015,Other
794481,Other
780167,Other
780168,Other
780175,Other
794502,Other
78018,Other
780182,Other
780183,Other
780184,Other
780185,Other
780186,Other
780198,Other
900974,Other
79459,Other
783800,Other
783801,Other
783804,Other
794636,Other
794639,Other
780369,Other
780381,Other
794658,Other
780423,Other
794677,Other
780453,Other
780454,Other
780455,Other
780456,Other
794719,Other
780458,Other
794723,Other
780461,Other
780462,Other
780549,Other
780556,Other
780569,Other
795015,Other
783915,Other
795067,Other
783919,Other
780813,Other
795134,Other
780816,Other
780876,Other
780879,Other
780880,Other
780881,Other
780882,Other
780883,Other
780889,Other
780891,Other
92713,Other
780893,Other
780895,Other
780897,Other
780901,Other
99671,Other
788435,Other
780931,Other
780932,Other
780953,Other
780956,Other
780957,Other
784289,Other
93135,Other
795435,Other
93301,Other
93354,Other
93355,Other
781010,Other
79563,Other
781076,Other
781077,Other
781078,Other
781079,Other
781080,Other
795903,Other
795935,Other
795957,Other
795959,Other
795960,Other
781113,Other
781114,Other
781136,Other
781137,Other
781140,Other
781141,Other
781142,Other
781143,Other
781144,Other
800939,Other
781147,Other
94889,Other
781168,Other
7813,Other
781303,Other
781335,Other
781336,Other
781339,Other
796238,Other
796304,Other
781401,Other
781402,Other
781403,Other
781404,Other
812902,Other
800965,Other
781411,Other
781421,Other
781429,Other
800980,Other
79687,Other
79688,Other
797011,Other
797081,Other
797191,Other
781440,Other
781445,Other
781466,Other
800994,Other
9667,Other
781471,Other
781480,Other
781481,Other
797394,Other
79741,Other
781493,Other
781494,Other
797519,Other
797533,Other
791021,Other
797537,Other
781520,Other
801082,Other
797556,Other
797557,Other
801125,Other
781590,Other
781595,Other
781596,Other
791055,Other
781600,Other
781615,Other
781616,Other
781619,Other
797676,Other
797694,Other
801420,Other
797715,Other
791102,Other
781668,Other
781671,Other
797764,Other
781769,Other
801465,Other
781776,Other
797772,Other
781862,Other
781894,Other
781929,Other
781932,Other
781933,Other
781954,Other
791145,Other
781960,Other
797906,Other
797907,Other
782011,Other
782013,Other
782052,Other
78206,Other
782074,Other
7821,Other
782118,Other
797926,Other
797928,Other
99543,Other
783085,Other
800852,Other
783090,Other
783091,Other
782137,Other
791256,Other
797954,Other
797955,Other
826040,Other
802181,Other
797959,Other
782181,Other
782182,Other
802253,Other
791349,Other
802367,Other
798069,Other
798076,Other
791456,Other
798108,Other
782190,Other
791460,Other
798183,Other
791465,Other
798260,Other
798261,Other
828852,Other
798263,Other
798269,Other
791486,Other
802661,Other
802743,Other
782349,Other
798524,Other
83014,Other
802773,Other
798638,Other
798680,Other
787238,Other
782372,Other
782378,Other
782379,Other
798752,Other
803052,Other
782394,Other
798795,Other
798799,Other
782487,Other
782488,Other
782489,Other
787306,Other
782512,Other
798976,Other
783549,Other
791765,Other
799191,Other
782537,Other
782539,Other
782548,Other
803405,Other
799252,Other
782638,Other
782647,Other
799255,Other
782649,Other
799259,Other
799260,Other
782680,Other
799315,Other
782695,Other
782696,Other
782698,Other
782709,Other
799326,Other
782739,Other
782755,Other
782757,Other
787832,Other
799335,Other
782769,Other
803593,Other
799339,Other
782772,Other
782785,Other
782786,Other
782788,Other
782789,Other
799347,Other
799348,Other
782880,Other
799350,Other
782882,Other
799353,Other
799354,Other
782890,Other
782892,Other
799359,Other
782896,Other
782919,Other
799362,Other
788054,Other
788065,Other
782948,Other
782949,Other
788104,Other
788105,Other
788110,Other
799654,Other
799659,Other
782960,Other
788201,Other
782965,Other
85775,Other
799696,Other
793132,Other
788351,Other
788353,Other
783073,Other
783074,Other
783075,Other
799895,Other
800851,Other
801886,Other
795315,Other
800854,Other
783093,Other
783094,Other
783098,Other
783099,Other
800030,Other
800046,Other
783105,Other
800050,Other
788689,Other
783154,Other
783155,Other
783178,Other
783191,Other
783200,Other
783206,Other
783209,Other
783219,Other
783223,Other
783224,Other
783229,Other
800085,Other
788819,Other
788820,Other
783241,Other
788822,Other
788870,Other
788899,Other
800095,Other
788907,Other
804929,Other
783298,Other
800105,Other
7833,Other
783300,Other
783303,Other
783304,Other
800111,Other
788966,Other
783407,Other
800287,Other
783430,Other
800341,Other
783432,Other
783510,Other
800343,Other
88971,Other
783523,Other
783532,Other
783538,Other
800977,Other
783553,Other
783554,Other
783604,Other
783616,Other
783617,Other
783624,Other
783628,Other
783630,Other
783634,Other
800379,Other
783636,Other
783638,Other
800434,Other
783641,Other
78365,Other
783651,Other
783681,Other
783685,Other
800510,Other
783696,Other
783699,Other
789553,Other
789554,Other
783765,Other
783774,Other
783799,Other
789694,Other
789696,Other
789703,Other
783805,Other
783806,Other
783807,Other
783833,Other
783834,Other
800773,Other
783840,Other
783854,Other
794678,Other
783865,Other
789801,Other
789803,Other
783903,Other
783904,Other
805939,Other
783906,Other
783908,Other
783912,Other
789871,Other
789880,Other
789881,Other
795055,Other
789941,Other
783921,Other
784013,Other
92495,Other
784015,Other
784016,Other
784017,Other
784021,Other
784022,Other
800841,Other
784085,Other
800844,Other
800846,Other
800847,Other
784147,Other
784174,Other
801882,Other
788434,Other
793144,Other
788436,Other
784230,Other
784252,Other
784260,Other
800858,Other
806595,Other
784310,Other
784318,Other
800864,Other
784320,Other
800866,Other
784349,Other
784350,Other
784351,Other
784390,Other
800876,Other
800878,Other
800879,Other
784405,Other
800883,Other
800886,Other
784527,Other
784528,Other
784529,Other
800925,Other
800928,Other
790512,Other
790513,Other
795965,Other
784575,Other
790516,Other
784577,Other
790562,Other
796054,Other
79606,Other
800948,Other
800949,Other
800951,Other
796178,Other
800954,Other
796237,Other
95397,Other
790659,Other
800959,Other
800960,Other
800961,Other
790668,Other
796342,Other
95676,Other
95779,Other
803320,Other
800979,Other
813380,Other
787491,Other
9605,Other
9608,Other
9609,Other
791776,Other
800987,Other
797221,Other
797251,Other
797349,Other
96641,Other
790980,Other
790981,Other
96704,Other
787774,Other
96914,Other
790989,Other
797420,Other
9704,Other
799325,Other
97345,Other
803573,Other
797552,Other
797554,Other
797555,Other
80111,Other
791049,Other
791050,Other
791052,Other
791053,Other
797584,Other
80126,Other
801366,Other
801407,Other
801409,Other
80141,Other
98535,Other
82028,Other
801421,Other
803879,Other
791103,Other
791106,Other
801461,Other
803934,Other
98710,Other
801519,Other
801544,Other
791135,Other
801586,Other
801593,Other
82274,Other
801609,Other
801656,Other
797898,Other
791146,Other
791147,Other
791151,Other
791152,Other
791156,Other
825088,Other
825089,Other
791172,Other
791202,Other
801838,Other
801839,Other
80186,Other
788433,Other
790133,Other
795311,Other
9291,Other
788437,Other
802113,Other
797938,Other
802117,Other
802120,Other
795432,Other
788646,Other
82655,Other
802251,Other
802252,Other
791348,Other
827676,Other
79139,Other
80466,Other
791452,Other
828250,Other
791458,Other
791459,Other
798138,Other
791461,Other
828319,Other
802544,Other
802545,Other
800086,Other
791484,Other
802623,Other
793693,Other
791488,Other
791489,Other
802752,Other
802770,Other
830,Other
791511,Other
802778,Other
787237,Other
791529,Other
787239,Other
802822,Other
787248,Other
787250,Other
791577,Other
787278,Other
803200,Other
787302,Other
803209,Other
787304,Other
787305,Other
791682,Other
798863,Other
789115,Other
805098,Other
789149,Other
794222,Other
787533,Other
787534,Other
787535,Other
789210,Other
789224,Other
791789,Other
803415,Other
803416,Other
787555,Other
787583,Other
787771,Other
787772,Other
805200,Other
803563,Other
791947,Other
803565,Other
803566,Other
794506,Other
803572,Other
794521,Other
803577,Other
792770,Other
787834,Other
787835,Other
792789,Other
787850,Other
803712,Other
787852,Other
787853,Other
787854,Other
787867,Other
803776,Other
789793,Other
789794,Other
803874,Other
803877,Other
803878,Other
794717,Other
787975,Other
803905,Other
803920,Other
820919,Other
803939,Other
787982,Other
792961,Other
85450,Other
788066,Other
788069,Other
792975,Other
8552,Other
799650,Other
804131,Other
804141,Other
788200,Other
85743,Other
799678,Other
799691,Other
790031,Other
799699,Other
799700,Other
804230,Other
788356,Other
804262,Other
788432,Other
790132,Other
825332,Other
825519,Other
799899,Other
92915,Other
788512,Other
788586,Other
788604,Other
788605,Other
791268,Other
800859,Other
788649,Other
788650,Other
793316,Other
804644,Other
788712,Other
788781,Other
93427,Other
788805,Other
788806,Other
804681,Other
788811,Other
788815,Other
788816,Other
788817,Other
788818,Other
87450,Other
790509,Other
788821,Other
793679,Other
795963,Other
793694,Other
804832,Other
790515,Other
793724,Other
804935,Other
788910,Other
804982,Other
804984,Other
804985,Other
788914,Other
788915,Other
794097,Other
788999,Other
789000,Other
789001,Other
789012,Other
805064,Other
794171,Other
790663,Other
800344,Other
805069,Other
805093,Other
803243,Other
796430,Other
81303,Other
796476,Other
794223,Other
789194,Other
789195,Other
791774,Other
799250,Other
789237,Other
789274,Other
789276,Other
805129,Other
789278,Other
805134,Other
805149,Other
96694,Other
794499,Other
789521,Other
789549,Other
794504,Other
799324,Other
794507,Other
84064,Other
794557,Other
79456,Other
794584,Other
800552,Other
90137,Other
800578,Other
800580,Other
800698,Other
789741,Other
90411,Other
805651,Other
789766,Other
791077,Other
791093,Other
789796,Other
82013,Other
789800,Other
82029,Other
794718,Other
789804,Other
805889,Other
799358,Other
789833,Other
794920,Other
794946,Other
92188,Other
795014,Other
806009,Other
806010,Other
92412,Other
789944,Other
92494,Other
800812,Other
806029,Other
795136,Other
806131,Other
795140,Other
797908,Other
92510,Other
790093,Other
790102,Other
790110,Other
790130,Other
795241,Other
9951,Other
793141,Other
793142,Other
92909,Other
793145,Other
790137,Other
790138,Other
790139,Other
790144,Other
800018,Other
806468,Other
800860,Other
93287,Other
790431,Other
791347,Other
790435,Other
795502,Other
798013,Other
790460,Other
790461,Other
795777,Other
790463,Other
795902,Other
790465,Other
93819,Other
790485,Other
809694,Other
828584,Other
790510,Other
790511,Other
82892,Other
795964,Other
9404,Other
829066,Other
796023,Other
790517,Other
796026,Other
81052,Other
94810,Other
8117,Other
796114,Other
8120,Other
95170,Other
790652,Other
81206,Other
794112,Other
798753,Other
790660,Other
790661,Other
803205,Other
796319,Other
798846,Other
798862,Other
800346,Other
83233,Other
800348,Other
794221,Other
799156,Other
803349,Other
791773,Other
89400,Other
800373,Other
96349,Other
800376,Other
96517,Other
96541,Other
83502,Other
8360,Other
797360,Other
83628,Other
791945,Other
803461,Other
797419,Other
96996,Other
800509,Other
900893,Other
800512,Other
84069,Other
97371,Other
97372,Other
97374,Other
791048,Other
9768,Other
9771,Other
797559,Other
797583,Other
818621,Other
797585,Other
819558,Other
84429,Other
90615,Other
791095,Other
85069,Other
792850,Other
792852,Other
85235,Other
820784,Other
797755,Other
805852,Other
85323,Other
799360,Other
797770,Other
791134,Other
804029,Other
797878,Other
791140,Other
797880,Other
791143,Other
823658,Other
799653,Other
797904,Other
99087,Other
99148,Other
9921,Other
800818,Other
797909,Other
797910,Other
797911,Other
797912,Other
791210,Other
797914,Other
86140,Other
795287,Other
795292,Other
804279,Other
804282,Other
793146,Other
793147,Other
86374,Other
797944,Other
79543,Other
804498,Other
793176,Other
793309,Other
791346,Other
804629,Other
797971,Other
800065,Other
87084,Other
87086,Other
87112,Other
793461,Other
798089,Other
828252,Other
828316,Other
798179,Other
793640,Other
791468,Other
804700,Other
804702,Other
800087,Other
800089,Other
804737,Other
798303,Other
804785,Other
791492,Other
791495,Other
800101,Other
88104,Other
793969,Other
791526,Other
802787,Other
830368,Other
791540,Other
791547,Other
798710,Other
802913,Other
88903,Other
803074,Other
831453,Other
800342,Other
798823,Other
95580,Other
803211,Other
803212,Other
89133,Other
798973,Other
796472,Other
800350,Other
800354,Other
800371,Other
799248,Other
799249,Other
794232,Other
800374,Other
791792,Other
791840,Other
794455,Other
800382,Other
83606,Other
8985,Other
794483,Other
8994,Other
794500,Other
799323,Other
800508,Other
900016,Other
85776,Other
800513,Other
799328,Other
799330,Other
792784,Other
792786,Other
799337,Other
792790,Other
803679,Other
792793,Other
792796,Other
84248,Other
792798,Other
794655,Other
797587,Other
794671,Other
805655,Other
9853,Other
794698,Other
805745,Other
85236,Other
799356,Other
803880,Other
797756,Other
794843,Other
792959,Other
80396,Other
91745,Other
804031,Other
799370,Other
799648,Other
804041,Other
804053,Other
800810,Other
804067,Other
85701,Other
799674,Other
804144,Other
824184,Other
800839,Other
8101,Other
804154,Other
795194,Other
804254,Other
799729,Other
825254,Other
99445,Other
99515,Other
804265,Other
86225,Other
804286,Other
795337,Other
795379,Other
8643,Other
799980,Other
800857,Other
93131,Other
95570,Other
793311,Other
804572,Other
804637,Other
805094,Other
800349,Other
800871,Other
800872,Other
795754,Other
793589,Other
793593,Other
793595,Other
793639,Other
828318,Other
87413,Other
93868,Other
93958,Other
795961,Other
795962,Other
9403,Other
804741,Other
828939,Other
796020,Other
824723,Other
796024,Other
94743,Other
94783,Other
793973,Other
800107,Other
800108,Other
800109,Other
804991,Other
800145,Other
805021,Other
800146,Other
800288,Other
88916,Other
796317,Other
796318,Other
812728,Other
797650,Other
